gene_id;gene_symbol;avg_len;count;rpkm;tpm
ENSG00000000003;TSPAN6;1989.8817999999999;3;0.3730201746685013;0.26894943320000003
ENSG00000000005;TNMD;801.5815;0;0.0;0.0
ENSG00000000419;DPM1;1362.5184375;27;4.366425328879388;4.416485
ENSG00000000457;SCYL3;3113.88;331;23.534318191117848;32.98575999999999
ENSG00000000460;C1orf112;2359.1924444444444;80;7.536396567547295;8.21651
ENSG00000000938;FGR;1650.223714285714;10639;1425.3691741662615;1544.1251
ENSG00000000971;CFH;2892.2083589743593;28;2.177993388197539;3.4147058476442798
ENSG00000001036;FUCA2;1184.082;8;1.4220349026701673;2.121805
ENSG00000001084;GCLC;1651.7243571428571;11;1.4203480868117664;1.057539
ENSG00000001167;NFYA;3862.58;0;0.0;0.0
ENSG00000001460;STPG1;1612.58175;104;14.315787226429645;14.167879999999998
ENSG00000001461;NIPAL3;2588.7951428571428;663;56.60826611816718;49.581649
ENSG00000001497;LAS1L;3897.36012;37;2.114978275595957;4.1972
ENSG00000001561;ENPP4;4572.08;0;0.0;0.0
ENSG00000001617;SEMA3F;1625.1927777777778;0;0.0;0.0
ENSG00000001626;CFTR;2973.9232210526316;0;0.0;0.0
ENSG00000001629;ANKIB1;1570.939285714286;7;0.9851621794625637;0.330663
ENSG00000001630;CYP51A1;1586.4812;119;16.52836275051485;11.3902
ENSG00000001631;KRIT1;3497.6515999999997;74;4.70617474380672;7.610217799700001
ENSG00000002016;RAD52;1307.3445789473683;2;0.3382275787860767;0.200665
ENSG00000002079;MYH16;1912.6811999999998;0;0.0;0.0
ENSG00000002330;BAD;567.7968571428571;0;0.0;0.0
ENSG00000002549;LAP3;1063.4455454545455;0;0.0;0.0
ENSG00000002586;CD99;742.6155333333334;1;0.2977179790407054;0.245496
ENSG00000002587;HS3ST1;2643.748666666667;1;0.08364084414512991;0.0417795
ENSG00000002726;AOC1;1964.6522857142857;0;0.0;0.0
ENSG00000002745;WNT16;2118.08;0;0.0;0.0
ENSG00000002746;HECW1;2062.991;1;0.10747185497966712;0.0316513
ENSG00000002822;MAD1L1;900.343347826087;0;0.0;0.0
ENSG00000002834;LASP1;2009.7473333333332;19;2.1343697335175085;3.18779
ENSG00000002919;SNX11;1154.543153846154;1;0.19526237304719277;0.604937
ENSG00000002933;TMEM176A;970.173090909091;0;0.0;0.0
ENSG00000003056;M6PR;901.3130769230769;0;0.0;0.0
ENSG00000003096;KLHL13;3040.080375;0;0.0;0.0
ENSG00000003137;CYP26B1;2738.6812;0;0.0;0.0
ENSG00000003147;ICA1;1242.6603684210525;3;0.5235358165748376;0.981872
ENSG00000003249;DBNDD1;1955.7947142857142;0;0.0;0.0
ENSG00000003393;ALS2;5009.546866666667;26;1.1306612567776526;1.95763477
ENSG00000003400;CASP10;1801.6806;327;40.14562410347388;23.598869999999998
ENSG00000003402;CFLAR;1677.1656666666668;3554;468.5104543703125;84.406225
ENSG00000003436;TFPI;1762.4150833333333;110;13.824878472987477;6.266786
ENSG00000003509;NDUFAF7;1096.7743846153846;7;1.438626369538438;1.17585
ENSG00000003756;RBM5;1020.39;16;3.512303807785582;4.049883
ENSG00000003987;MTMR7;1207.749;0;0.0;0.0
ENSG00000003989;SLC7A2;5713.413333333333;3;0.11609021821331764;0.118653423413
ENSG00000004059;ARF5;709.0825;12;3.7415673767986477;7.49461
ENSG00000004139;SARM1;2276.709;5;0.5249368729305336;0.156838
ENSG00000004142;POLDIP2;2025.08;0;0.0;0.0
ENSG00000004399;PLXND1;1170.0821176470588;0;0.0;0.0
ENSG00000004455;AK2;3169.5808749999997;2391;166.81477337771537;556.9223601915356
ENSG00000004468;CD38;1908.2812;42;4.8505651052206495;3.28775
ENSG00000004478;FKBP4;806.707675;0;0.0;0.0
ENSG00000004487;KDM1A;3144.8579444444445;1462;102.76825903515028;139.6687374337051
ENSG00000004534;RBM6;1493.8316499999999;3;0.4535667731317829;0.7369359
ENSG00000004660;CAMKK1;3287.33;1;0.07123736723689346;0.0819687
ENSG00000004700;RECQL;1256.20725;0;0.0;0.0
ENSG00000004766;VPS50;1634.5580476190476;6;0.8618172884813692;1.03311
ENSG00000004776;HSPB6;839.4153333333334;0;0.0;0.0
ENSG00000004777;ARHGAP33;1503.4153333333334;0;0.0;0.0
ENSG00000004779;NDUFAB1;611.283;0;0.0;0.0
ENSG00000004799;PDK4;1412.0818;0;0.0;0.0
ENSG00000004809;SLC22A16;1316.331125;0;0.0;0.0
ENSG00000004838;ZMYND10;969.9705555555556;0;0.0;0.0
ENSG00000004846;ABCB5;2405.2471666666665;1;0.1151774297302259;0.0702915
ENSG00000004848;ARX;592.88272;0;0.0;0.0
ENSG00000004864;SLC25A13;1105.45725;0;0.0;0.0
ENSG00000004866;ST7;1312.4029285714284;6;1.0107718794664482;4.30067
ENSG00000004897;CDC27;1260.3978421052632;0;0.0;0.0
ENSG00000004939;SLC4A1;2350.0815;1;0.12986846361962848;0.108042
ENSG00000004948;CALCR;2362.68;0;0.0;0.0
ENSG00000004961;HCCS;1791.081;0;0.0;0.0
ENSG00000004975;DVL2;988.3488666666667;22;4.921318849431759;14.5284
ENSG00000005001;PRSS22;762.9572499999999;0;0.0;0.0
ENSG00000005007;UPF1;2712.316529411765;0;0.0;0.0
ENSG00000005020;SKAP2;905.4159999999999;32;7.886404997232111;2.53849
ENSG00000005022;SLC25A5;677.5822499999999;0;0.0;0.0
ENSG00000005059;MCUB;1045.4812;0;0.0;0.0
ENSG00000005073;HOXA11;2331.08;0;0.0;0.0
ENSG00000005075;POLR2J;865.083;0;0.0;0.0
ENSG00000005100;DHX33;2884.08;11;0.8441892598744788;0.596844
ENSG00000005102;MEOX1;1605.4133333333332;0;0.0;0.0
ENSG00000005108;THSD7A;3286.8365;0;0.0;0.0
ENSG00000005156;LIG3;1537.5820625;21;3.047011134568426;0.870417
ENSG00000005175;RPAP3;1468.653142857143;7;1.0722431629686218;4.496268000000001
ENSG00000005187;ACSM3;1000.7488666666667;1;0.3146385387879003;0.926612
ENSG00000005189;REXO5;1011.1349999999999;0;0.0;0.0
ENSG00000005194;CIAPIN1;989.8817999999999;0;0.0;0.0
ENSG00000005206;SPPL2B;1235.4388571428572;4;0.7158265891022411;0.571221
ENSG00000005238;ATOSB;2686.0806666666667;0;0.0;0.0
ENSG00000005243;COPZ2;529.18304;0;0.0;0.0
ENSG00000005249;PRKAR2B;3141.4919411764704;6;0.421164326654219;0.462026
ENSG00000005302;MSL3;2221.8807199999997;10;0.9950578975645266;3.10664
ENSG00000005339;CREBBP;1500.18354;1;0.1473752976840658;0.0393417
ENSG00000005379;TSPOAP1;2606.9904545454547;2;0.16963440096389792;0.144837
ENSG00000005381;MPO;1558.9384285714284;0;0.0;0.0
ENSG00000005421;PON1;1073.58225;0;0.0;0.0
ENSG00000005436;GCFC2;1829.4452727272728;2;0.24170167764422096;0.165594
ENSG00000005448;WDR54;956.5822499999999;5;1.1152470753842374;1.878844
ENSG00000005469;CROT;1502.509857142857;6;0.8828827101686612;0.615339
ENSG00000005471;ABCB4;2092.0809999999997;0;0.0;0.0
ENSG00000005483;KMT2E;2515.080913043478;67;5.896690132099813;16.49416
ENSG00000005486;RHBDD2;977.5261111111112;0;0.0;0.0
ENSG00000005513;SOX8;3548.08;0;0.0;0.0
ENSG00000005700;IBTK;4031.1803;3;0.16403913608200088;0.246608
ENSG00000005801;ZNF195;1341.6306129032257;65;10.78651122023594;8.94004378
ENSG00000005810;MYCBP2;7313.7080000000005;24;0.7160548676040718;3.0790802
ENSG00000005812;FBXL3;1459.4148333333333;1;0.17904562722949796;0.112882
ENSG00000005844;ITGAL;1867.8091818181817;156;18.45518420285154;21.328662
ENSG00000005882;PDK2;968.8324375;0;0.0;0.0
ENSG00000005884;ITGA3;1605.706875;1;0.15262813733129296;0.110025
ENSG00000005889;ZFX;3151.354363636364;35;2.456776610034378;1.39341
ENSG00000005893;LAMP2;3251.2806;168;11.392326203525679;12.5324
ENSG00000005961;ITGA2B;1286.2818;2;0.36356695639421777;0.200921
ENSG00000005981;ASB4;1899.081;6;0.6985167956129379;0.478581
ENSG00000006007;GDE1;1582.2812;104;14.531778271761368;14.2161
